,Unnamed: 0,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince,Anger,Joy,Sadness,Analytical,Fear,Confident,Tentative
11,25,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-09-30T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Located on the Lido I would recommend this hotel if you require a little piece and quiet after the busy day's in Venice, facility's good, staff very friendly and very helpful. I requested flowers for the room as it was one of my wife's special birthday's, and yes they ordered exactly as requested, can't ask for more. Rooms are a little on the small side but in line with most European hotels of this standard so wasn't a surprise or a problem, room and bathroom was cleaned every day with fresh towels supplied each day. Buffet breakfast had various options to suit most peoples taste but It was a surprise to see sausage, bacon and scrambled eggs available, must have been put on to satisfy us Brits! We stayed during late September so the Lido is probably quieter at that time however we felt very safe walking around late at night back to the hotel but taxis are available if you feel a little vulnerable. Restaurants and coffee bars are located in the main commercial area close to the Waterbus stations and tend to be slightly cheaper than in Venice. We had a water taxi (think luxury speed boat!) from the airport to the hotel and back again, quite an experience, a little costly but well worth it, a lot quicker and less hassle than the Waterbus. Venice was very busy during the day time, St Marks Square at night is a must, fantastic atmosphere. All in all we had a great time in Venice, it can be a little expensive so don't ponder over the bills to much, just pay up with a smile!",A good Hotel on the Lido - Quiet location.,,A & D,,,0.6968810000000001,,0.604513,,,
12,29,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-05-16T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,Great stay...close to ferry.food not so good nearby,I would come back,,Armando,,,0.6650699999999999,,,,,
13,30,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-04-29T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Stayed with parents, wife twin toddlers in two triple rooms. The hotel is easy to reach and the rooms were well placed well furnished. The best feature was extremely friendly helpful staff, particularly Ms. Annalucia Ms. Anna who were always ready to listen help out with big smiles. The breakfasts were very good, with good spread and the guests were made welcome to sit and eat at leisure (more important when you are with toddlers!) Would surely go back to Venice would happily stay again at Russo Palace.",I would come back,,A Traveler,,,0.9364319999999999,,,,0.910257,
14,32,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-10-06T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,This hotel is in Lido which is a better choice than staying in crowded Venice. The water bus is very convenient and it takes only few more stops to the main attractions in Venice. We received excellent service - many thanks to Anna and Donnatella who made us feel at home.,Excellent Service,,Mari_ana,,,0.777515,,,,0.589192,
15,34,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-10-10T00:00:00Z,2016-10-24T00:00:25Z,,,3.0,Room was tiny-bed saggy-bAthroom door didn't work. Good breakfast and convenient location. Wouldn't return or recommend.,Good for one night,,A Traveler,,,0.682546,,0.750021,,,0.9368989999999999
16,36,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-08-18T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"VERY FRIENDLY AND HELPFUL WITH DIRECTIONS, KNOWING ALL THE RIGHT PLACES TO VISIT AND WHERE TO EAT TH BEST FOOD IN THE AREA. The Front Desk Receptionists were extremely helpful ..especially Sabrina who made us feel very welcomed to Lido....We will be back next year for sure!",Best Front Desk Receptionist EVER!!,,Richard,,,0.6882510000000001,,,,0.971165,
17,41,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-07-14T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Really enjoyed the stay, about a 10min walk to the main waterbus station. Had the perfect quiet location and staff were really friendly!!",Nice Hotel on the quiet part of Lido,,A Traveler,,,0.886667,,0.838139,,0.79901,
18,44,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2014-09-27T00:00:00Z,2016-10-24T00:00:25Z,,,2.0,"Walls extremely thin, you can hear everything. Excessive hoovering every morning outside bedroom. There. Is a bar, but no one to tend it.",Gezellig hotel,,A Traveler,,,,,,,0.9169639999999999,
19,45,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-02-12T00:00:00Z,2016-10-24T00:00:25Z,,,3.0,"If you're looking for a hotel where the action is, go elsewhere. The hotel is on the Lido, which is about a 10-15 minute waterbus ride away from Venice. However, if you're looking for a place on the Lido, this is a well-priced option. The staff was great with handling/recommending dinner reservations, even during an insane Carnevale weekend. The doors are a little thin and since the building is old, the soundproofing needs improvement. The quarters are cramped, but the room comes with breakfast. If we wanted to stay on the Lido again, this would be a good option, but next time I think we'll opt for a place closer to the action. Recommended.","Good option, great staff, quiet neighborhood",,Matthew,,,0.526998,,,,,0.664175
20,46,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-03-30T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,"Hotel facilities are good and breakfast ample. Econmy rooms have sloping roof so tall guests mind your head We stayed in one and it was fine, the occational bump but for the price you cant really complain.",Decent Hotel on Lido,,Jabs,,,0.766753,,,,,
21,47,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-10-27T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,Friendly reception very helpful. Hotel has pleasant views and is about ten minute walk to main water bus terminal to take you any direction. We used the spa one day. Good saunas but relaxation area noisy and small. Some lovely restaurants close by and cheaper than in Venice.,Very pleasant.,,A Traveler,,,0.865265,,,,,0.789226
22,49,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-09-30T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Great hotel, staff where amazing and the location and views make this a great Base to visit Venice!",Clean hotel with amazing staff,,A Traveler,,,0.908618,,,,,
23,51,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-06-22T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,"Close to Venice and decent hotel, breakfast was okay with no too much selection but has everything you need.",Nice hotel,,A Traveler,,,0.655792,,,,,
24,52,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-08-09T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,"beautiful views of Venice in the lovely relaxed calmer area of Lido Di Venezia. Gorgeous sunsets and very easy to access Venice, rather than satying in the hustle and bustle. Close to only beaches in Venice. Staff were so helpful, especially Ivan and the lady we met on the desk each morning.",Nice hotel,,Andrew,,,0.964347,,,,0.775381,
25,53,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2016-09-16T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,This is a great little hotel. We had a wonderful view from the room and patio. Good size. Breakfast was great even had North American breakfast foods. Only issue was the two twin beds pushed together. That was very uncomfortable.,Great view,,A Traveler,,,0.712321,,,,,
26,54,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-07-23T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Nice staff. Nice location. We booked two nights at Russo hotel on Lido strip and two nights in the very center of Venice. This is a good balance. Lido is a bit further but it feels more local and is more relaxing too, it gave us a taste of Dolce Vita. We didn't see it on the hotel description but they offered us a taxi boat ride to Murano with another couple for free. The boat ride was very pleasant, they dropped us in a glass blowing factory shop, the glass making demonstration was nice and there was very little pressure to buy. Internet was free for 20 minutes/day but a bit slow like everywhere in Venice. So in short a good pick, good value for money.",Good pleasant pick,,A Traveler,,,0.7357859999999999,0.520252,0.637059,,0.82532,
27,56,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2013-07-18T00:00:00Z,2016-10-24T00:00:25Z,,,4.0,Nice and clean. Rooms are spacious with air conditioning. Good selection of breakfast. Within easy reach of San Marco. Quite location.,"Nice hotel, good location.",,Kim,,,0.802971,,0.596122,,,0.698156
28,99,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-04-17T00:00:00Z,2016-10-29T19:31:27Z,,,3.0,"The room was fine and the mattress was very comfortable. Unfortunately, I arrived while the front entrance was under-construction. There was not sufficient signage to find out how to enter the building. I would have left, had I not already had a reservation through Hotels.com.",Nice rooms!,,Carole,,,,,,,0.79901,
29,100,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-12-23T00:00:00Z,2016-10-29T19:31:27Z,,,2.0,Reprehensible three days without maid service despite telling the management after it had happened the first time. I would not recommend this hotel for this reason.,Dirty Room,,John,,,,,0.77494,,,
30,101,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-02-06T00:00:00Z,2016-10-29T19:31:27Z,,,2.0,"The pictures on the web site were more expensive looking then the reality. We were told we had one of the best rooms, besides staring at cargo containers, the TV would not work so they changed our room. It was not well furnished and we could not regulate the air conditioner (way too warm for sleeping). The continental breakfast was good and the staff was very nice and helpful. The linens were harsh and uncomfortable. Sorry, but this was not at all what I expected and it was certainly unacceptable.",Not that happy,,Melody,,,0.622189,0.553194,,,0.564185,
31,102,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-03-12T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,The didn't tell me they were gonna run my credit card for accidental for a 100 charge. They just told me they had to double check my ID and the credit card that was used.,Not that happy,,Teresa,,,,,,,,0.779803
32,103,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-04-02T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,I stayed here with some girlfriends for a wine tasting getaway. The staff pointed out some great wineries and restaurants and were very friendly.,Wine!,,Jodie,,,0.811916,,,,,0.8653879999999999
33,104,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-02-05T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,"Beautiful hotel. Very clean and service was great. This is a must stay and if I'm in need of a hotel in the Livermore area, this is the place to stay.",Just Lovely,,Charlotte,,,0.849223,,,,0.9291280000000001,
34,105,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-06-12T00:00:00Z,2016-10-29T19:31:27Z,,,2.0,"The room was big and the hotel staff were nice, but I couldn't get over the smelly linens. When I lay down on the bed, all I could smell was dirty old sweat socks! I don't think they ever used detergent or fabric softener to wash the linens!They were that horrible! I had to spray the linens with perfume so I wouldn't smell them 'au naturel' while I'm sleeping! I'm never going to stay in this hotel ever again!",Smelly Linens,,Charlotte,,,,,,,0.7215590000000001,
35,106,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-02-20T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,"Nice place no complaints, one thing they didn't tell me,is they put a 100 hold on your card that stays for a couple days after you check out. I know this is not rare but any place that does has told me. I ended up calling trying to get it refunded. The breakfast in morning was pretty good, they had a full buffet not just some pakage pastries. Leave your swimsuit at home though the pool is small very small.",Outside is rather boring but inside is nice.,,A Traveler,,,0.7646189999999999,,0.5594060000000001,,,0.8788159999999999
36,107,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-04-18T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Great stay for our night downtown Livermore at Bankhead Theater concert. Birthday celebration for friend. The most comfortable bed ever! Nice patio where we spent our morning catching up. Hotel under construction did not bother us.,livermore- Bankhead Theater trip,,Cheryl,,,0.925058,,0.6437579999999999,,,
37,108,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-03-25T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Perfect for my family to relax for the Easter weekend and for my girlfriend's Livermore 1/2 marathon!,Excellent,,A Traveler,,,0.945772,,,,0.660207,
38,109,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-05-18T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,"The hotel was great. There was little construction going on which altered where they served breakfast, but it didn't bother us any.",Winetasting Trip,,Nicole,,,0.811076,,0.829888,,,0.8841379999999999
39,110,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-06-05T00:00:00Z,2016-10-29T19:31:27Z,,,3.0,"Having never been to Livermore, imagine my shock when the 2nd floor balcony room overlooked a parking lot and a gas station with a Jack in the Box thrown in for good measure. I thought I was staying in wine country. It would also have been nice to know that it is under construction. Granted I should have done more research but it was a last minute decision to go. The only good thing I could say is the bed was comfortable. If you are looking for a hotel right off of a freeway this one fits the bill, although way overpriced.",Not what I expected,,Debra,,,0.64635,,0.8416129999999999,,,
40,112,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-02-28T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Great,Willl,,Will,,,0.8804350000000001,,,,,
41,113,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-06-11T00:00:00Z,2016-10-29T19:31:27Z,,,3.0,Nice in/out along the freeway. I thought it was a little high for what it was.,Easy overnight stay along the interstate.,,Barbara,,,0.6636270000000001,,0.6687420000000001,,,0.770435
42,114,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-03-17T00:00:00Z,2016-10-29T19:31:27Z,,,3.0,Beds and pillows were nice. And the television was good as well. The pool was closed.,Average.,,A Traveler,,,0.847941,,0.857009,,,
43,115,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-06-20T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,"My husband and I thoroughly enjoyed our stay here. The staff were friendly, helpful and efficient. The breakfast in the morning was delicious with a good selection of food and beverages. We will definitely stay here again and refer friends and family too.",Overnight Getaway,,Diane R,,,0.9379940000000001,,,,0.8870870000000001,
44,116,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-05-01T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Close to freeway on/off ramp. enjoyed the stay,Highway to Hawthorn,,Kerry,,,0.6603680000000001,,,,,
45,117,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-06-14T00:00:00Z,2016-10-29T19:31:27Z,,,2.0,"This hotel was promoted as being in the wine country. However, it was a block from the freeway. When we asked the desk clerk about this, she pointed her finger toward the door and said, It's about 4 miles that way. We had a great view of Jack in the Box parking lot. When we first entered our room and kicked off our shoes, we found ourselves stepping on numerous sand burrs left on the carpet. After working out and returning to our room at 9am, there was no hot water for the shower. The breakfast was adequate and the housekeeping staff were friendly.",Did not live up to our expectations,,Kerry,,,0.609162,,,,,
46,118,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-08-05T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Came for concert at Wente. Last time I traveled to area the accomodations had a shuttle service. That would be a nice amenity if you could add it. Great clean place to stay.,Did not live up to our expectations,,A Traveler,,,0.7300409999999999,,,,,0.779803
47,119,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-03-21T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,"Only problem we had was that we were not informed of the teen basketball tournament going on in the city. As a result, lots of kids, the room next to ours had the TV blaring until midnight and then on again a 5 am. We went to the lobby for our full breakfast at 10:15 and there was nothing left. We pickup a beagle and coffee and went to our room. They should have planned ahead for all the teens to eat all the food. There was 45 minutes left for breakfast time but nothing to eat. Outside of that, our stay was very nice. The gentleman at the front desk was especially cordial and accommodating.",Tournament Notice at the Hotel,,Robert,,,0.643113,0.609761,0.7409,,0.80094,
48,120,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-12-25T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,It was cold in the room. We couldn't get the heater on easily for some reason but then when the heat temperature finally came on we were sweating in the middle of the night. I would like a better thermostat or better direction. The hot breakfast was great!!!,Tournament Notice at the Hotel,,Rita K,,,0.805399,,0.5764229999999999,,,0.9096200000000001
49,121,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-05-27T00:00:00Z,2016-10-29T19:31:27Z,,,3.0,"All the rooms have been recently renovated. They are in the process of renovating the lobby area. The room was new and clean. The beds were very comfortable. The bed linen looks new too. Its also nice to have electrical sockets at desk level and plenty of them. The breakfast was so so... eggs, sausages and hashbrown (no fruits) but barely edible.",Being renovated....,,KH,,,0.6084,,,,0.8218620000000001,
50,124,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-10-05T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,I must say the GM at this hotel Catherine is the bomb! She was very attentive and helpful. The hotel was very clean and the staff were all very nice to us from the moment we walked in the door. I would stay here every time I'm in California. Thanks again Cat!,Catherine is the best!,,Jason D,,,0.687554,,,,0.981524,
51,125,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-04-30T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,"The hotel was great, but the Buffet Breakfast was the worst I have ever had! The bacon taste like cardboard, eggs and sausage were cold, Pastries were hard and very little fruit. The only thing hot and worth eating was fixing yourself a waffle at the waffle machine if you didn't mind waiting in line for it.",Great Hotel with a Bad Breakfast,,Dale,,,,,,,0.59187,
52,126,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-06-12T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,"The Hawthorne Suites offers an affordable, comfortable environment that is convenient to the 580 freeway (just south of it) and within a mile and a half of downtown Livermore. Room was incredibly clean and comfortable. While they are currently going through a renovation, which I think will be really nice once it is completed, we rarely had any indication of the ongoing construction activities. Staff was very friendly and accommodating.",Clean and comfortable stay near downtown Livermore,,Christian,,,0.689104,,0.747663,,,
53,127,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-02-14T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,My family stated the place was nice as they were here for my wedding. Location was great and only 10 minutes away from destinations.,Nice place to stay,,Ellen M,,,0.8837,,,,,
54,128,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2016-01-18T00:00:00Z,2016-10-29T19:31:27Z,,,4.0,"Very comfortable rooms, will stay again when in the area.","Great Experience, friendly staff!",,Jesus,,,,,,,0.849827,
55,129,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-08-07T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,Staff was great and rooms were clean and very comfortable.,"Great Experience, friendly staff!",,A Traveler,,,0.677351,,,,0.849827,
56,130,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-09-19T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,"Stayed at this hotel as part of a nearby wedding. I have to say I was impressed. Was greeted by Catherine at the front desk. I had spoke with her earlier before arriving and she was great on the phone and she was so sweet at check in. Very friendly, accommodating, and engaging. Really started the stay off right. The... More",Great hotel. Convenient Location. Excellent service.,,Silvio S,,,0.619477,,,,0.857683,
57,131,1700 N Livermore Ave,Hotels,Livermore,US,37.698349,-121.77371,Hawthorn Suites By Wyndham Livermore Wine Country,94551,CA,2015-09-10T00:00:00Z,2016-10-29T19:31:27Z,,,5.0,"What a pleasant surprise! We are use to staying at expensive four star hotels but needed to complete a quick business trip and we were so delighted with this hotel. All newly remodeled, pleasant professional staff, and the hot breakfast was a perfect addition. Highly recommend and you will not be disappointed!",Highly Recommend,,Tracy,,,0.7901199999999999,,,,0.901164,
